1,2,1,1,1
2,2,1,1,1
3,2,1,1,1
4,2,1,1,1
5,2,1,1,1
6,2,1,1,1
7,2,1,1,1
8,1,1,1,0
9,2,1,1,1
10,1,1,1,0
11,1,1,1,0
12,1,1,1,0
13,1,1,1,0
14,4,1,1,1
15,4,1,1,1
16,4,1,1,1
17,1,1,1,0
18,1,1,1,0
19,1,1,2,1
20,4,1,1,1
21,4,1,1,1
22,4,1,1,1
23,4,1,1,1
24,2,2,1,1
25,6,2,1,3
26,9,2,1,3
27,6,1,1,2
28,6,1,1,2
29,6,1,1,2
30,6,2,1,3
31,6,1,1,2
32,9,2,1,3
33,9,2,1,3
34,15,2,1,5
35,15,2,1,5
36,18,1,1,6
37,18,1,1,6
38,18,1,1,6
39,18,1,1,6
40,18,1,1,6
41,18,1,1,6
42,18,1,1,6
43,15,2,1,5
44,15,2,1,5
45,15,2,1,5
46,15,2,1,5
47,9,2,1,3
48,9,2,1,3
49,9,2,1,3
50,9,2,1,3
51,6,2,1,3
52,6,1,1,2
53,4,1,1,1
54,4,1,1,1
55,4,1,1,1
56,4,1,1,1
57,4,1,1,1
58,2,2,1,1
59,4,1,1,1
60,6,1,1,2
61,6,1,1,2
62,9,2,1,3
63,6,1,1,2
64,6,2,1,3
65,6,2,1,3
66,9,2,1,3
67,6,2,1,3
68,6,2,1,3
69,9,2,1,3
70,15,2,1,5
71,9,2,1,3
72,9,2,1,3
73,9,2,1,3
74,12,4,1,6
75,15,2,1,5
76,18,1,1,6
77,18,1,1,6
78,18,1,1,6
79,24,1,1,7
80,27,2,1,9
81,27,1,1,8
82,27,2,1,9
83,27,2,1,9
84,30,2,1,10
85,30,4,1,11
86,27,6,1,11
87,27,6,4,12
88,32,6,4,13
89,32,6,4,13
90,32,6,4,13
91,35,6,4,14
92,35,6,4,14
93,35,6,4,14
94,35,9,2,15
95,35,9,2,15
96,35,6,4,14
97,35,9,2,15
98,32,9,1,14
99,32,9,1,14
100,35,6,1,14
101,30,6,1,12
102,27,6,1,11
103,30,4,6,12
104,30,2,4,10
105,27,2,1,9
106,27,2,1,9
107,24,1,1,7
108,24,1,1,7
109,18,1,1,6
110,18,1,1,6
111,18,1,1,6
112,24,1,1,7
113,24,1,1,7
114,27,2,1,9
115,24,1,1,7
116,21,2,1,7
117,27,2,1,9
118,27,2,1,9
119,30,4,6,12
120,32,6,4,13
121,32,6,4,13
122,35,9,2,15
123,35,9,2,15
124,35,12,1,17
125,35,12,1,17
126,38,15,2,20
127,40,15,6,21
128,40,18,1,22
129,45,12,1,20
130,50,9,4,20
131,48,9,9,20
132,45,12,6,21
133,45,12,6,21
134,50,12,2,22
135,43,9,1,18
136,35,12,1,17
137,38,9,2,16
138,32,12,1,16
139,32,9,1,14
140,35,6,1,14
141,35,6,4,14
142,32,4,2,12
143,32,4,1,12
144,35,6,1,14
145,32,4,6,12
146,32,6,4,13
147,32,6,9,14
148,32,12,1,16
149,32,12,1,16
150,35,15,1,19
151,35,15,1,19
152,38,15,1,20
153,38,15,1,20
154,38,15,2,20
155,40,15,6,21
156,40,18,1,22
157,38,18,1,22
158,38,15,1,20
159,43,15,1,21
160,48,15,1,23
161,48,15,4,23
162,45,24,1,27
163,45,18,1,24
164,52,15,1,24
165,52,15,4,24
166,50,24,1,29
167,55,18,2,27
168,57,21,4,29
169,57,21,9,30
170,52,27,2,31
171,57,24,1,31
172,59,27,1,33
173,64,27,9,36
174,68,24,9,35
175,66,30,6,38
176,68,32,4,39
177,73,27,6,38
178,75,30,4,40
179,75,30,4,40
180,77,30,9,41
181,79,30,21,43
182,79,30,21,43
183,79,30,21,43
184,79,30,15,42
185,79,30,15,42
186,75,35,9,43
187,75,30,21,42
188,75,30,9,41
189,71,30,1,38
190,66,35,1,40
191,68,27,2,36
192,73,24,4,36
193,71,24,4,35
194,71,24,1,35
195,64,27,1,35
196,62,24,1,32
197,57,24,1,31
198,59,21,4,30
199,57,21,15,31
200,57,21,15,31
201,57,21,15,31
202,59,21,4,30
203,57,18,2,27
204,57,21,4,29
205,57,21,9,30
206,59,24,6,32
207,59,24,12,33
208,62,27,9,35
209,68,24,9,35
210,75,24,9,37
211,75,30,4,40
212,75,40,4,46
213,87,35,12,47
214,96,38,15,52
215,96,40,18,54
216,98,40,18,54
217,102,40,15,55
218,105,45,15,59
219,109,45,27,62
220,111,48,24,64
221,112,50,27,65
222,117,48,32,66
223,117,50,38,68
224,119,45,40,66
225,117,50,38,68
226,119,45,35,65
227,115,45,30,64
228,114,45,32,64
229,109,45,32,62
230,105,45,21,60
231,102,45,12,58
232,102,35,15,52
233,100,35,15,52
234,98,32,12,49
235,93,32,15,48
236,93,24,9,42
237,81,27,4,40
238,75,24,9,37
239,71,24,9,36
240,73,18,15,34
241,68,21,12,34
242,68,21,2,32
243,64,21,1,31
244,62,18,1,29
245,59,21,1,30
246,59,24,2,31
247,59,21,15,31
248,59,21,4,30
249,57,21,1,29
250,57,21,1,29
251,57,21,1,29
252,52,21,1,27
253,52,21,1,27
254,57,21,1,29
255,52,21,1,27
256,50,18,2,25
257,50,18,2,25
258,55,18,2,27
259,55,18,2,27
260,55,18,2,27
261,55,18,2,27
262,55,18,2,27
263,59,21,1,30
264,66,18,4,30
265,62,24,6,33
266,62,27,4,34
267,66,30,6,38
268,71,30,4,39
269,75,30,4,40
270,77,32,2,42
271,79,32,2,42
272,79,38,2,46
273,81,38,6,47
274,81,40,4,48
275,89,38,9,49
276,93,40,6,51
277,93,40,6,51
278,93,40,12,52
279,91,38,21,51
280,89,38,15,50
281,89,35,18,49
282,89,38,9,49
283,87,35,6,47
284,85,40,4,49
285,85,35,15,47
286,81,32,18,45
287,79,30,21,43
288,75,30,15,41
289,73,27,18,39
290,75,24,9,37
291,68,21,6,33
292,62,24,6,33
293,64,21,15,33
294,64,18,4,30
295,57,18,2,27
296,52,21,1,27
297,48,21,2,26
298,43,21,2,25
299,38,18,4,22
300,35,15,6,19
301,32,12,9,17
302,35,6,9,15
303,32,6,4,13
304,32,6,1,13
305,30,6,1,12
306,32,6,1,13
307,32,6,4,13
308,32,6,1,13
309,30,6,1,12
310,32,6,1,13
311,27,6,4,12
312,27,6,1,11
313,30,6,1,12
314,35,6,1,14
315,30,6,1,12
316,30,6,1,12
317,30,6,1,12
318,27,6,1,11
319,27,4,1,10
320,27,4,1,10
321,27,4,1,10
322,30,2,1,10
323,27,1,1,8
324,24,1,1,7
325,24,1,1,7
326,24,1,1,7
327,15,2,1,5
328,6,2,1,3
329,6,1,1,2
330,12,1,1,4
331,6,1,1,2
332,4,1,1,1
333,6,1,1,2
334,12,1,1,4
335,6,1,1,2
336,4,1,1,1
337,4,1,1,1
338,4,1,1,1
339,4,1,1,1
340,4,1,1,1
341,4,1,1,1
342,4,1,1,1
343,4,1,1,1
344,4,1,1,1
345,4,1,1,1
346,4,1,1,1
347,4,1,1,1
348,4,1,1,1
349,4,1,1,1
350,4,1,1,1
351,4,1,1,1
352,4,1,1,1
353,4,1,1,1
354,4,1,1,1
355,2,1,2,1
356,2,1,1,1
357,2,1,1,1
358,1,1,1,0
359,2,1,1,1
360,2,1,1,1
361,1,1,1,0
362,1,1,1,0
363,1,1,1,0
364,1,1,1,0
365,1,1,1,0
366,1,1,1,0
367,1,1,1,0
368,1,1,1,0
369,1,1,1,0
370,1,1,1,0
371,1,1,1,0
372,1,1,1,0
373,1,1,1,0
374,1,1,1,0
375,1,1,1,0
376,4,1,1,1
377,12,1,1,4
378,18,4,1,7
379,21,2,1,7
380,27,6,1,11
381,40,4,4,14
382,43,9,1,18
383,45,12,2,20
384,52,15,1,24
385,55,18,2,27
386,59,24,2,31
387,66,21,6,32
388,68,27,2,36
389,68,27,6,36
390,68,38,6,43
391,75,40,12,47
392,81,43,6,50
393,89,38,15,50
394,91,48,18,57
395,96,45,30,58
396,102,48,27,61
397,104,48,32,62
398,107,52,27,65
399,114,50,27,66
400,115,64,15,73
401,120,59,27,73
402,119,68,21,77
403,123,66,35,79
404,125,66,35,80
405,129,59,40,77
406,129,64,35,80
407,129,59,40,77
408,126,64,30,78
409,132,59,27,77
410,134,68,30,83
411,138,64,43,83
412,139,68,32,85
413,140,66,35,84
414,139,68,32,85
415,142,66,35,85
416,142,73,32,88
417,144,73,38,90
418,144,77,32,91
419,143,81,27,93
420,143,87,27,96
421,148,83,35,96
422,152,79,48,97
423,152,85,52,101
424,153,85,52,101
425,153,89,52,103
426,155,85,55,102
427,157,89,50,104
428,157,93,62,108
429,160,96,71,112
430,167,93,64,111
431,168,93,62,111
432,170,96,57,113
433,172,98,55,115
434,175,98,62,116
435,175,102,68,119
436,175,104,62,120
437,176,104,55,119
438,180,104,59,121
439,178,104,66,121
440,176,107,62,122
441,176,105,64,121
442,176,102,73,120
443,176,107,79,124
444,176,107,75,123
445,177,109,68,124
446,179,109,62,124
447,180,107,64,123
448,180,109,66,125
449,184,104,73,124
450,185,105,71,125
451,185,102,75,123
452,184,104,73,124
453,185,102,75,123
454,188,100,71,123
455,186,100,66,121
456,185,109,64,126
457,188,107,68,126
458,190,107,66,127
459,190,107,71,127
460,190,114,73,132
461,192,112,81,132
462,194,117,75,135
463,196,115,77,134
464,197,119,73,137
465,202,117,71,137
466,204,129,73,145
467,210,126,89,146
468,214,132,89,151
469,216,136,95,155
470,217,148,102,163
471,224,147,119,166
472,228,155,120,172
473,233,154,132,175
474,237,162,131,180
475,241,162,139,182
476,243,168,136,186
477,247,170,138,189
478,249,184,135,197
479,253,184,148,200
480,255,187,148,202
481,255,189,152,204
482,255,193,152,206
483,255,193,154,207
484,255,197,154,209
485,255,199,157,210
486,255,202,160,213
487,255,201,170,213
488,255,198,173,212
489,255,200,171,213
490,255,203,159,213
491,255,199,157,210
492,255,196,164,209
493,255,197,169,211
494,255,197,162,210
495,255,197,159,210
496,255,194,169,209
497,255,195,174,210
498,255,189,161,205
499,255,190,143,204
500,255,185,142,201
501,255,185,138,200
502,254,179,140,196
503,252,181,139,197
504,251,177,142,195
505,250,176,142,194
506,249,176,147,194
507,248,176,154,195
508,247,176,148,194
509,248,179,139,195
510,249,181,140,196
511,249,181,149,197
512,248,179,142,195
513,247,178,132,193
514,246,180,134,194
515,249,184,132,197
516,253,184,143,199
517,250,189,151,202
518,249,188,153,202
519,252,190,148,203
520,254,188,144,202
521,253,190,139,203
522,253,194,153,206
523,254,195,167,209
524,255,194,155,207
525,255,197,143,208
526,255,202,149,211
527,255,201,162,212
528,255,203,169,214
529,255,202,181,215
530,255,201,164,212
531,255,201,142,210
532,255,208,155,216
533,255,204,180,216
534,255,207,184,218
535,255,206,192,219
536,255,206,174,217
537,255,204,152,213
538,255,214,162,220
539,255,212,186,221
540,255,208,181,218
541,255,208,175,218
542,255,212,173,220
543,255,210,179,219
544,255,219,177,224
545,255,216,191,224
546,255,219,180,225
547,255,216,175,222
548,255,216,172,222
549,255,214,175,221
550,255,221,184,226
551,255,222,199,229
552,255,223,193,229
553,255,220,192,227
554,255,222,186,227
