,,,-0.0901,0.082,,6.93E-04,1.72E+08,,8.20E-04
,,,-0.09,0.082,,6.95E-04,1.73E+08,,8.20E-04
,,,-0.0899,0.0824,,6.98E-04,1.73E+08,,8.24E-04
,,,-0.0898,0.0828,,7.00E-04,1.74E+08,,8.28E-04
,,,-0.0897,0.0824,,7.03E-04,1.75E+08,,8.24E-04
,,,-0.0896,0.0804,,7.05E-04,1.75E+08,,8.04E-04
,,,-0.0895,0.0824,,7.08E-04,1.76E+08,,8.24E-04
,,,-0.0894,0.082,,7.10E-04,1.76E+08,,8.20E-04
,,,-0.0893,0.0824,,7.13E-04,1.77E+08,,8.24E-04
,,,-0.0892,0.082,,7.15E-04,1.78E+08,,8.20E-04
,,,-0.0891,0.0824,,7.18E-04,1.78E+08,,8.24E-04
,,,-0.089,0.0824,,7.20E-04,1.79E+08,,8.24E-04
,,,-0.0889,0.0828,,7.23E-04,1.80E+08,,8.28E-04
,,,-0.0888,0.0824,,7.25E-04,1.80E+08,,8.24E-04
,,,-0.0887,0.082,,7.28E-04,1.81E+08,,8.20E-04
,,,-0.0886,0.082,,7.30E-04,1.81E+08,,8.20E-04
,,,-0.0885,0.0828,,7.33E-04,1.82E+08,,8.28E-04
,,,-0.0884,0.0824,,7.35E-04,1.83E+08,,8.24E-04
,,,-0.0883,0.082,,7.38E-04,1.83E+08,,8.20E-04
,,,-0.0882,0.0816,,7.40E-04,1.84E+08,,8.16E-04
,,,-0.0881,0.0816,,7.43E-04,1.84E+08,,8.16E-04
,,,-0.088,0.082,,7.45E-04,1.85E+08,,8.20E-04
,,,-0.0879,0.0816,,7.48E-04,1.86E+08,,8.16E-04
,,,-0.0878,0.082,,7.50E-04,1.86E+08,,8.20E-04
,,,-0.0877,0.0824,,7.53E-04,1.87E+08,,8.24E-04
,,,-0.0876,0.082,,7.55E-04,1.88E+08,,8.20E-04
,,,-0.0875,0.0824,,7.58E-04,1.88E+08,,8.24E-04
,,,-0.0874,0.082,,7.60E-04,1.89E+08,,8.20E-04
,,,-0.0873,0.082,,7.63E-04,1.89E+08,,8.20E-04
,,,-0.0872,0.0816,,7.65E-04,1.90E+08,,8.16E-04
,,,-0.0871,0.082,,7.68E-04,1.91E+08,,8.20E-04
,,,-0.087,0.0824,,7.70E-04,1.91E+08,,8.24E-04
,,,-0.0869,0.0824,,7.73E-04,1.92E+08,,8.24E-04
,,,-0.0868,0.082,,7.75E-04,1.93E+08,,8.20E-04
,,,-0.0867,0.082,,7.78E-04,1.93E+08,,8.20E-04
,,,-0.0866,0.082,,7.80E-04,1.94E+08,,8.20E-04
,,,-0.0865,0.0816,,7.83E-04,1.94E+08,,8.16E-04
,,,-0.0864,0.0824,,7.85E-04,1.95E+08,,8.24E-04
,,,-0.0863,0.0824,,7.88E-04,1.96E+08,,8.24E-04
,,,-0.0862,0.082,,7.90E-04,1.96E+08,,8.20E-04
,,,-0.0861,0.082,,7.93E-04,1.97E+08,,8.20E-04
,,,-0.086,0.0812,,7.95E-04,1.98E+08,,8.12E-04
,,,-0.0859,0.0808,,7.98E-04,1.98E+08,,8.08E-04
,,,-0.0858,0.0824,,8.00E-04,1.99E+08,,8.24E-04
,,,-0.0857,0.0824,,8.03E-04,1.99E+08,,8.24E-04
,,,-0.0856,0.082,,8.05E-04,2.00E+08,,8.20E-04
,,,-0.0855,0.0816,,8.08E-04,2.01E+08,,8.16E-04
,,,-0.0854,0.0816,,8.10E-04,2.01E+08,,8.16E-04
,,,-0.0853,0.082,,8.13E-04,2.02E+08,,8.20E-04
,,,-0.0852,0.0824,,8.15E-04,2.02E+08,,8.24E-04
,,,-0.0851,0.0812,,8.18E-04,2.03E+08,,8.12E-04
,,,-0.085,0.082,,8.20E-04,2.04E+08,,8.20E-04
,,,-0.0849,0.0816,,8.23E-04,2.04E+08,,8.16E-04
,,,-0.0848,0.082,,8.25E-04,2.05E+08,,8.20E-04
,,,-0.0847,0.082,,8.28E-04,2.06E+08,,8.20E-04
,,,-0.0846,0.0824,,8.30E-04,2.06E+08,,8.24E-04
,,,-0.0845,0.0824,,8.33E-04,2.07E+08,,8.24E-04
,,,-0.0844,0.0816,,8.35E-04,2.07E+08,,8.16E-04
,,,-0.0843,0.082,,8.38E-04,2.08E+08,,8.20E-04
,,,-0.0842,0.082,,8.40E-04,2.09E+08,,8.20E-04
,,,-0.0841,0.0812,,8.43E-04,2.09E+08,,8.12E-04
,,,-0.084,0.0824,,8.45E-04,2.10E+08,,8.24E-04
,,,-0.0839,0.0816,,8.48E-04,2.11E+08,,8.16E-04
,,,-0.0838,0.0824,,8.50E-04,2.11E+08,,8.24E-04
,,,-0.0837,0.082,,8.53E-04,2.12E+08,,8.20E-04
,,,-0.0836,0.082,,8.55E-04,2.12E+08,,8.20E-04
,,,-0.0835,0.082,,8.58E-04,2.13E+08,,8.20E-04
,,,-0.0834,0.082,,8.60E-04,2.14E+08,,8.20E-04
,,,-0.0833,0.0828,,8.63E-04,2.14E+08,,8.28E-04
,,,-0.0832,0.082,,8.65E-04,2.15E+08,,8.20E-04
,,,-0.0831,0.082,,8.68E-04,2.16E+08,,8.20E-04
,,,-0.083,0.082,,8.70E-04,2.16E+08,,8.20E-04
,,,-0.0829,0.0816,,8.73E-04,2.17E+08,,8.16E-04
,,,-0.0828,0.0824,,8.75E-04,2.17E+08,,8.24E-04
,,,-0.0827,0.0816,,8.78E-04,2.18E+08,,8.16E-04
,,,-0.0826,0.0816,,8.80E-04,2.19E+08,,8.16E-04
,,,-0.0825,0.082,,8.83E-04,2.19E+08,,8.20E-04
,,,-0.0824,0.0824,,8.85E-04,2.20E+08,,8.24E-04
,,,-0.0823,0.082,,8.88E-04,2.21E+08,,8.20E-04
,,,-0.0822,0.0824,,8.90E-04,2.21E+08,,8.24E-04
,,,-0.0821,0.082,,8.93E-04,2.22E+08,,8.20E-04
,,,-0.082,0.0812,,8.95E-04,2.22E+08,,8.12E-04
,,,-0.0819,0.082,,8.98E-04,2.23E+08,,8.20E-04
,,,-0.0818,0.0824,,9.00E-04,2.24E+08,,8.24E-04
,,,-0.0817,0.0824,,9.03E-04,2.24E+08,,8.24E-04
,,,-0.0816,0.0828,,9.05E-04,2.25E+08,,8.28E-04
,,,-0.0815,0.082,,9.08E-04,2.25E+08,,8.20E-04
,,,-0.0814,0.0824,,9.10E-04,2.26E+08,,8.24E-04
,,,-0.0813,0.0828,,9.13E-04,2.27E+08,,8.28E-04
,,,-0.0812,0.082,,9.15E-04,2.27E+08,,8.20E-04
