Record Length,2.50E+03,,-0.0025,-2.072
Sample Interval,2.00E-06,,-0.002498,-2.064
Trigger Point,1.25E+03,,-0.002496,-2.064
,,,-0.002494,-2.064
,,,-0.002492,-2.064
,,,-0.00249,-2.064
Source,CH1,,-0.002488,-2.072
Vertical Units,V,,-0.002486,-2.064
Vertical Scale,2.00E-01,,-0.002484,-2.072
Vertical Offset,2.00E+00,,-0.002482,-2.064
Horizontal Units,s,,-0.00248,-2.064
Horizontal Scale,5.00E-04,,-0.002478,-2.064
Pt Fmt,Y,,-0.002476,-2.064
Yzero,0.00E+00,,-0.002474,-2.064
Probe Atten,1.00E+00,,-0.002472,-2.064
Model Number,TBS1102B-EDU,,-0.00247,-2.064
Serial Number,C023028,,-0.002468,-2.064
Firmware Version,FV:v4.06,,-0.002466,-2.072
,,,-0.002464,-2.064
,,,-0.002462,-2.064
,,,-0.00246,-2.064
,,,-0.002458,-2.064
,,,-0.002456,-2.064
,,,-0.002454,-2.064
,,,-0.002452,-2.064
,,,-0.00245,-2.064
,,,-0.002448,-2.064
,,,-0.002446,-2.064
,,,-0.002444,-2.072
,,,-0.002442,-2.064
,,,-0.00244,-2.064
,,,-0.002438,-2.064
,,,-0.002436,-2.072
,,,-0.002434,-2.064
,,,-0.002432,-2.064
,,,-0.00243,-2.064
,,,-0.002428,-2.064
,,,-0.002426,-2.072
,,,-0.002424,-2.064
,,,-0.002422,-2.064
,,,-0.00242,-2.064
,,,-0.002418,-2.064
,,,-0.002416,-2.064
,,,-0.002414,-2.064
,,,-0.002412,-2.064
,,,-0.00241,-2.064
,,,-0.002408,-2.064
,,,-0.002406,-2.064
,,,-0.002404,-2.072
,,,-0.002402,-2.064
,,,-0.0024,-2.064
,,,-0.002398,-2.064
,,,-0.002396,-2.064
,,,-0.002394,-2.064
,,,-0.002392,-2.064
,,,-0.00239,-2.064
,,,-0.002388,-2.064
,,,-0.002386,-2.064
,,,-0.002384,-2.064
,,,-0.002382,-2.064
,,,-0.00238,-2.064
,,,-0.002378,-2.064
,,,-0.002376,-2.064
,,,-0.002374,-2.064
,,,-0.002372,-2.064
,,,-0.00237,-2.064
,,,-0.002368,-2.064
,,,-0.002366,-2.064
,,,-0.002364,-2.064
,,,-0.002362,-2.064
,,,-0.00236,-2.064
,,,-0.002358,-2.064
,,,-0.002356,-2.064
,,,-0.002354,-2.064
,,,-0.002352,-2.064
,,,-0.00235,-2.064
,,,-0.002348,-2.064
,,,-0.002346,-2.064
,,,-0.002344,-2.064
,,,-0.002342,-2.064
,,,-0.00234,-2.072
,,,-0.002338,-2.064
,,,-0.002336,-2.064
,,,-0.002334,-2.072
,,,-0.002332,-2.064
,,,-0.00233,-2.064
,,,-0.002328,-2.064
,,,-0.002326,-2.064
,,,-0.002324,-2.064
,,,-0.002322,-2.064
,,,-0.00232,-2.064
,,,-0.002318,-2.064
,,,-0.002316,-2.064
,,,-0.002314,-2.064
,,,-0.002312,-2.064
,,,-0.00231,-2.064
,,,-0.002308,-2.072
,,,-0.002306,-2.064
,,,-0.002304,-2.064
,,,-0.002302,-2.064
,,,-0.0023,-2.064
,,,-0.002298,-2.072
,,,-0.002296,-2.064
,,,-0.002294,-2.064
,,,-0.002292,-2.072
,,,-0.00229,-2.064
,,,-0.002288,-2.064
,,,-0.002286,-2.064
,,,-0.002284,-2.072
,,,-0.002282,-2.072
,,,-0.00228,-2.064
,,,-0.002278,-2.064
,,,-0.002276,-2.064
,,,-0.002274,-2.064
,,,-0.002272,-2.072
,,,-0.00227,-2.064
,,,-0.002268,-2.064
,,,-0.002266,-2.064
,,,-0.002264,-2.064
,,,-0.002262,-2.064
,,,-0.00226,-2.064
,,,-0.002258,-2.064
,,,-0.002256,-2.064
,,,-0.002254,-2.072
,,,-0.002252,-2.064
,,,-0.00225,-2.072
,,,-0.002248,-2.064
