channel 1 ,-0.05,6.84,channel 2,-0.05,0.1704,Ratio at t=0,background subtraction,-0.05,0.192107623,background with x-axis frequncy ,0,0.430670775,x-axis frequency ,0,6.6696
,-0.04996,6.84,,-0.04996,0.1704,0.025632184,,-0.04996,0.192107623,,4E-05,0.430462558,,2424000,6.6696
,-0.04992,6.8,,-0.04992,0.1696,time to ramp up,,-0.04992,0.183318386,,8E-05,0.429454342,,4848000,6.6304
,-0.04988,6.84,,-0.04988,0.1704,0.1,,-0.04988,0.192107623,,0.00012,0.430046125,,7272000,6.6696
,-0.04984,6.84,,-0.04984,0.1712,,,-0.04984,0.160896861,,0.00016,0.430637908,,9696000,6.6688
,-0.0498,6.84,,-0.0498,0.1704,,,-0.0498,0.192107623,,0.0002,0.429629692,,12120000,6.6696
,-0.04976,6.84,,-0.04976,0.1704,,,-0.04976,0.192107623,,0.00024,0.429421475,,14544000,6.6696
,-0.04972,6.84,,-0.04972,0.1696,,,-0.04972,0.223318386,,0.00028,0.428413259,,16968000,6.6704
,-0.04968,6.84,,-0.04968,0.1688,,,-0.04968,0.254529148,,0.00032,0.427405042,,19392000,6.6712
,-0.04964,6.84,,-0.04964,0.1696,,,-0.04964,0.223318386,,0.00036,0.427996825,,21816000,6.6704
,-0.0496,6.84,,-0.0496,0.1688,,,-0.0496,0.254529148,,0.0004,0.426988609,,24240000,6.6712
,-0.04956,6.84,,-0.04956,0.1696,,,-0.04956,0.223318386,,0.00044,0.427580392,,26664000,6.6704
,-0.04952,6.84,,-0.04952,0.1696,,,-0.04952,0.223318386,,0.00048,0.427372176,,29088000,6.6704
,-0.04948,6.8,,-0.04948,0.1696,,,-0.04948,0.183318386,,0.00052,0.427163959,,31512000,6.6304
,-0.04944,6.84,,-0.04944,0.1688,,,-0.04944,0.254529148,,0.00056,0.426155742,,33936000,6.6712
,-0.0494,6.84,,-0.0494,0.1688,,,-0.0494,0.254529148,,0.0006,0.425947526,,36360000,6.6712
,-0.04936,6.84,,-0.04936,0.1696,,,-0.04936,0.223318386,,0.00064,0.426539309,,38784000,6.6704
,-0.04932,6.8,,-0.04932,0.1688,,,-0.04932,0.214529148,,0.00068,0.425531092,,41208000,6.6312
,-0.04928,6.84,,-0.04928,0.1696,,,-0.04928,0.223318386,,0.00072,0.426122876,,43632000,6.6704
,-0.04924,6.84,,-0.04924,0.1688,,,-0.04924,0.254529148,,0.00076,0.425114659,,46056000,6.6712
,-0.0492,6.84,,-0.0492,0.168,,,-0.0492,0.28573991,,0.0008,0.424106443,,48480000,6.672
,-0.04916,6.84,,-0.04916,0.168,,,-0.04916,0.28573991,,0.00084,0.423898226,,50904000,6.672
,-0.04912,6.84,,-0.04912,0.1672,,,-0.04912,0.316950673,,0.00088,0.422890009,,53328000,6.6728
,-0.04908,6.84,,-0.04908,0.1688,,,-0.04908,0.254529148,,0.00092,0.424281793,,55752000,6.6712
,-0.04904,6.84,,-0.04904,0.168,,,-0.04904,0.28573991,,0.00096,0.423273576,,58176000,6.672
,-0.049,6.84,,-0.049,0.1672,,,-0.049,0.316950673,,0.001,0.422265359,,60600000,6.6728
,-0.04896,6.84,,-0.04896,0.1688,,,-0.04896,0.254529148,,0.00104,0.423657143,,63024000,6.6712
,-0.04892,6.84,,-0.04892,0.168,,,-0.04892,0.28573991,,0.00108,0.422648926,,65448000,6.672
,-0.04888,6.84,,-0.04888,0.1672,,,-0.04888,0.316950673,,0.00112,0.42164071,,67872000,6.6728
,-0.04884,6.84,,-0.04884,0.1672,,,-0.04884,0.316950673,,0.00116,0.421432493,,70296000,6.6728
,-0.0488,6.84,,-0.0488,0.1672,,,-0.0488,0.316950673,,0.0012,0.421224276,,72720000,6.6728
,-0.04876,6.8,,-0.04876,0.168,,,-0.04876,0.24573991,,0.00124,0.42181606,,75144000,6.632
,-0.04872,6.8,,-0.04872,0.168,,,-0.04872,0.24573991,,0.00128,0.421607843,,77568000,6.632
,-0.04868,6.8,,-0.04868,0.168,,,-0.04868,0.24573991,,0.00132,0.421399627,,79992000,6.632
,-0.04864,6.84,,-0.04864,0.1672,,,-0.04864,0.316950673,,0.00136,0.42039141,,82416000,6.6728
,-0.0486,6.84,,-0.0486,0.1672,,,-0.0486,0.316950673,,0.0014,0.420183193,,84840000,6.6728
,-0.04856,6.84,,-0.04856,0.168,,,-0.04856,0.28573991,,0.00144,0.420774977,,87264000,6.672
,-0.04852,6.84,,-0.04852,0.1664,,,-0.04852,0.348161435,,0.00148,0.41896676,,89688000,6.6736
,-0.04848,6.8,,-0.04848,0.1672,,,-0.04848,0.276950673,,0.00152,0.419558543,,92112000,6.6328
,-0.04844,6.8,,-0.04844,0.1664,,,-0.04844,0.308161435,,0.00156,0.418550327,,94536000,6.6336
,-0.0484,6.8,,-0.0484,0.1672,,,-0.0484,0.276950673,,0.0016,0.41914211,,96960000,6.6328
,-0.04836,6.8,,-0.04836,0.1664,,,-0.04836,0.308161435,,0.00164,0.418133894,,99384000,6.6336
,-0.04832,6.84,,-0.04832,0.1672,,,-0.04832,0.316950673,,0.00168,0.418725677,,101808000,6.6728
,-0.04828,6.8,,-0.04828,0.1664,,,-0.04828,0.308161435,,0.00172,0.41771746,,104232000,6.6336
,-0.04824,6.8,,-0.04824,0.1672,,,-0.04824,0.276950673,,0.00176,0.418309244,,106656000,6.6328
,-0.0482,6.8,,-0.0482,0.1664,,,-0.0482,0.308161435,,0.0018,0.417301027,,109080000,6.6336
,-0.04816,6.8,,-0.04816,0.1656,,,-0.04816,0.339372197,,0.00184,0.41629281,,111504000,6.6344
,-0.04812,6.84,,-0.04812,0.1664,,,-0.04812,0.348161435,,0.00188,0.416884594,,113928000,6.6736
,-0.04808,6.8,,-0.04808,0.1664,,,-0.04808,0.308161435,,0.00192,0.416676377,,116352000,6.6336
,-0.04804,6.8,,-0.04804,0.1656,,,-0.04804,0.339372197,,0.00196,0.415668161,,118776000,6.6344
,-0.048,6.8,,-0.048,0.1656,,,-0.048,0.339372197,,0.002,0.415459944,,121200000,6.6344
,-0.04796,6.8,,-0.04796,0.1664,,,-0.04796,0.308161435,,0.00204,0.416051727,,123624000,6.6336
,-0.04792,6.8,,-0.04792,0.1656,,,-0.04792,0.339372197,,0.00208,0.415043511,,126048000,6.6344
,-0.04788,6.8,,-0.04788,0.1656,,,-0.04788,0.339372197,,0.00212,0.414835294,,128472000,6.6344
,-0.04784,6.8,,-0.04784,0.1656,,,-0.04784,0.339372197,,0.00216,0.414627077,,130896000,6.6344
,-0.0478,6.8,,-0.0478,0.1648,,,-0.0478,0.37058296,,0.0022,0.413618861,,133320000,6.6352
,-0.04776,6.8,,-0.04776,0.1656,,,-0.04776,0.339372197,,0.00224,0.414210644,,135744000,6.6344
,-0.04772,6.8,,-0.04772,0.1656,,,-0.04772,0.339372197,,0.00228,0.414002428,,138168000,6.6344
,-0.04768,6.8,,-0.04768,0.1648,,,-0.04768,0.37058296,,0.00232,0.412994211,,140592000,6.6352
,-0.04764,6.8,,-0.04764,0.1648,,,-0.04764,0.37058296,,0.00236,0.412785994,,143016000,6.6352
