58,3.68800000E+10,1.13300000E+11
68,4.58700000E+10,1.20500000E+11
78,4.67700000E+10,1.23200000E+11
88,4.31700000E+10,1.13300000E+11
98,3.14800000E+10,1.00700000E+11
108,2.33800000E+10,9.53400000E+10
118,1.79900000E+10,9.26400000E+10
128,1.88900000E+10,9.08400000E+10
138,2.60800000E+10,9.62400000E+10
148,3.59800000E+10,1.18700000E+11
158,4.40700000E+10,1.21400000E+11
168,4.58700000E+10,1.23300000E+11
