8,9.40300000E+10
18,8.83000000E+10
28,8.34000000E+10
38,8.66700000E+10
48,9.40300000E+10
58,1.03000000E+11
308,8.25800000E+10
318,8.58500000E+10
328,1.00500000E+11
338,1.07900000E+11
348,1.13600000E+11
358,1.08700000E+11
